"household_income","deposit","mortgage","interestRate","monthlyCost"
"376990","37698974","39391659","5.69","7995"
"357514","50339695","51944933","5.69","7582"
"480556","95178590","97336286","5.69","10191"
"114829","17912026","18427608","5.69","2435"
"119216","93631084","94166364","5.69","2528"
"631084","49016454","51850021","5.69","13383"
"264043","5134606","6320159","5.69","5599"
"824399","94610663","98312215","5.69","17483"
"884558","66503827","70475492","5.69","18758"
"33770","90864222","91015849","5.69","716"
"583864","76922744","79544293","5.69","12382"
"898810","79159782","83195439","5.69","19061"
"772851","1029617","4499718","5.69","16389"
"146112","40673707","41329750","5.69","3099"
"762751","65656969","69081721","5.69","16175"
"460571","11713436","13781400","5.69","9767"
"585724","82344030","84973931","5.69","12421"
"709953","60113802","63301491","5.69","15056"
"587976","80243857","82883869","5.69","12469"
"686521","8901334","11983813","5.69","14559"
"627024","39264296","42079634","5.69","13297"
"462474","53807191","55883699","5.69","9807"
"495289","20316122","22539970","5.69","10503"
"438228","66332459","68300103","5.69","9293"
"784935","9615815","13140173","5.69","16646"
"258113","33242591","34401518","5.69","5474"
"409409","48951921","50790167","5.69","8682"
"177426","63424017","64220660","5.69","3763"
"197120","52531754","53416823","5.69","4180"
"846490","49974998","53775738","5.69","17951"
"285218","96701845","97982474","5.69","6048"
"306477","94942866","96318948","5.69","6499"
"234457","95795622","96848334","5.69","4972"
"932551","58692254","62879408","5.69","19776"
"543352","73127962","75567612","5.69","11523"
"563758","14939637","17470910","5.69","11955"
"115368","32053933","32571935","5.69","2447"
"450657","86653248","88676698","5.69","9557"
"457466","90181050","92235072","5.69","9701"
"773615","43913792","47387323","5.69","16406"
"293337","40416426","41733509","5.69","6221"
"490319","8896053","11097585","5.69","10398"
"214607","73231212","74194797","5.69","4551"
"363551","23954327","25586671","5.69","7710"
"800437","71151181","74745143","5.69","16974"
"133487","79978473","80577830","5.69","2831"
"431525","45674044","47611591","5.69","9151"
"206333","35650355","36576790","5.69","4376"
"332052","6462257","7953170","5.69","7042"
"608034","93109393","95839466","5.69","12894"
"719741","34132349","37363986","5.69","15263"
"188977","798826","1647333","5.69","4008"
"959155","92065219","96371825","5.69","20340"
"503207","8240718","10500117","5.69","10671"
"162562","39258751","39988654","5.69","3447"
"720776","6180571","9416855","5.69","15285"
"664736","5761645","8746310","5.69","14097"
"949031","64443183","68704332","5.69","20126"
"545938","3626675","6077937","5.69","11577"
"374848","63882455","65565523","5.69","7949"
"658405","74950232","77906470","5.69","13962"
"131490","47620036","48210426","5.69","2788"
"440911","53755650","55735340","5.69","9350"
"951503","44532473","48804721","5.69","20178"
"165314","37293154","38035414","5.69","3506"
"699252","82703371","85843012","5.69","14829"
"829820","32177941","35903833","5.69","17598"
"995753","77681654","82152585","5.69","21116"
"494991","75823361","78045871","5.69","10497"
"786635","9970627","13502618","5.69","16682"
"856129","53430303","57274322","5.69","18155"
"692060","67129179","70236528","5.69","14676"
"502215","53616013","55870958","5.69","10650"
"697158","77768287","80898526","5.69","14784"
"244172","23522765","24619097","5.69","5178"
"173361","15268970","16047361","5.69","3676"
"170251","27941346","28705773","5.69","3610"
"227981","86215783","87239418","5.69","4835"
"254963","38303651","39448435","5.69","5407"
"490108","23932260","26132845","5.69","10393"
"586079","22185881","24817376","5.69","12429"
"401789","8408299","10212332","5.69","8521"
"603789","13266916","15977929","5.69","12804"
"695628","70217037","73340407","5.69","14752"
"451496","52267377","54294594","5.69","9575"
"806250","4264940","7885003","5.69","17098"
"227223","41932455","42952686","5.69","4819"
"484877","68277472","70454570","5.69","10283"
"717818","86614236","89837239","5.69","15222"
"903392","50019099","54075329","5.69","19158"
"854830","78544331","82382518","5.69","18128"
"504263","11355818","13619959","5.69","10694"
"770622","34578513","38038606","5.69","16342"
"553298","53355837","55840145","5.69","11734"
"312912","90431042","91836017","5.69","6636"
"906969","32643202","36715493","5.69","19234"
"736754","95678722","98986747","5.69","15624"
"390411","85384018","87136963","5.69","8279"
"963992","32982622","37310946","5.69","20443"
"228752","3471766","4498862","5.69","4851"
"952904","78290518","82569057","5.69","20208"
"507999","4994545","7275461","5.69","10773"
"248282","69061760","70176546","5.69","5265"
"113008","81841507","82348913","5.69","2397"
"959022","34889695","39195704","5.69","20337"
"344977","22721472","24270419","5.69","7316"
"792684","92721834","96280985","5.69","16810"
"273970","58194680","59424805","5.69","5810"
"762892","55100739","58526124","5.69","16178"
"450278","99381898","101403646","5.69","9549"
"155420","66035824","66733660","5.69","3296"
"864017","5510303","9389739","5.69","18323"
"83086","19997251","20370307","5.69","1762"
"168842","84423074","85181175","5.69","3581"
"108203","59655047","60140878","5.69","2295"
"253899","4446117","5586124","5.69","5384"
"945464","78410804","82655937","5.69","20050"
"793800","85897017","89461179","5.69","16834"
"730951","594073","3876043","5.69","15501"
"588252","71341950","73983201","5.69","12475"
"366146","44263670","45907666","5.69","7765"
"593884","93992537","96659076","5.69","12594"
"48889","46912209","47131721","5.69","1037"
"291993","93172432","94483481","5.69","6192"
"179259","34599105","35403978","5.69","3801"
"369932","19908231","21569226","5.69","7845"
"122812","47930295","48481721","5.69","2604"
"276098","24566425","25806105","5.69","5855"
"918692","17310493","21435420","5.69","19482"
"563044","2317000","4845068","5.69","11940"
"607052","66657042","69382705","5.69","12873"
"139903","76042628","76670792","5.69","2967"
"865689","28047661","31934605","5.69","18358"
"915096","10477565","14586346","5.69","19406"
"27116","27263558","27385309","5.69","575"
"135080","82252121","82858630","5.69","2865"
"524263","73566979","75920920","5.69","11118"
"404934","8013200","9831354","5.69","8587"
"585944","81389523","84020412","5.69","12426"
"791436","93954403","97507951","5.69","16784"
"130929","26558715","27146586","5.69","2777"
"51459","52333990","52565041","5.69","1091"
"736773","4609527","7917638","5.69","15624"
"632067","18374057","21212038","5.69","13404"
"25163","62134495","62247477","5.69","534"
"837600","88400348","92161172","5.69","17763"
"572539","79042619","81613319","5.69","12142"
"827413","22308503","26023587","5.69","17547"
"277711","1088525","2335447","5.69","5889"
"687495","64713085","67799938","5.69","14579"
"869937","81231328","85137345","5.69","18448"
"894597","17991307","22008048","5.69","18971"
"160204","57650109","58369425","5.69","3397"
"497770","68720981","70955968","5.69","10556"
"490534","67374301","69576799","5.69","10403"
"895950","17434316","21457132","5.69","19000"
"440033","5905621","7881369","5.69","9332"
"978112","94445210","98836933","5.69","20742"
"466365","42527721","44621700","5.69","9890"
"31369","33850369","33991216","5.69","665"
"654487","52777275","55715922","5.69","13879"
"453873","77649330","79687220","5.69","9625"
"389591","55745616","57494880","5.69","8262"
"745216","50756676","54102696","5.69","15803"
"84213","50378006","50756122","5.69","1786"
"23610","75078129","75184138","5.69","501"
"755001","51909514","55299468","5.69","16011"
"461514","37058566","39130764","5.69","9787"
"189312","11203642","12053653","5.69","4015"
"906160","87935056","92003714","5.69","19216"
"59116","73631018","73896449","5.69","1254"
"40567","16623148","16805294","5.69","860"
"923207","56886691","61031890","5.69","19578"
"182948","47388810","48210247","5.69","3880"
"10465","65597172","null","5.69","8"
"35515","78443438","78602900","5.69","753"
"23627","68404489","68510574","5.69","501"
"202438","51868744","52777691","5.69","4293"
"409228","31665167","33502601","5.69","8678"
"55617","77466615","77716335","5.69","1179"
"445177","62297940","64296785","5.69","9441"
"268995","22767973","23975761","5.69","5704"
"615874","72993407","75758681","5.69","13061"
"324378","61583451","63039908","5.69","6879"
"894253","4394941","8410137","5.69","18964"
"303558","43312611","44675586","5.69","6437"
"199116","95512765","96406796","5.69","4223"
"391762","97618739","99377750","5.69","8308"
"384825","40948694","42676558","5.69","8161"
"307397","47105466","48485679","5.69","6519"
"129536","66965767","67547384","5.69","2747"
"649561","74254709","77171238","5.69","13775"
"386919","32064439","33801705","5.69","8205"
"824217","27509877","31210611","5.69","17479"
"341299","71398786","72931219","5.69","7238"
"840810","9584208","13359445","5.69","17831"
"122060","4941394","5489443","5.69","2588"
"426118","34866029","36779299","5.69","9036"
"782189","58443731","61955760","5.69","16587"
"268414","61018866","62224045","5.69","5692"
"293487","88144025","89461782","5.69","6224"
"531535","75197974","77584566","5.69","11272"
"631683","1309066","4145323","5.69","13396"
"404622","32348941","34165694","5.69","8581"
"181926","64574069","65390917","5.69","3858"
"918810","18053751","22179208","5.69","19485"
"879374","52847536","56795925","5.69","18648"
"894172","60020006","64034838","5.69","18962"
"342333","67411921","68948996","5.69","7260"
"196621","51682880","52565708","5.69","4170"
"741998","45904132","49235703","5.69","15735"
"794282","27011761","30578087","5.69","16844"
"697187","14986615","18116985","5.69","14785"
"274514","44910013","46142581","5.69","5821"
"46752","9742263","9952179","5.69","991"
"759708","15152485","18563574","5.69","16111"
"390969","57402298","59157749","5.69","8291"
"944370","37981089","42221310","5.69","20027"
"281323","48262902","49526042","5.69","5966"
"240784","4832047","5913167","5.69","5106"
"582673","33271229","35887431","5.69","12356"
"238052","99407747","100476600","5.69","5048"
"844820","91540921","95334163","5.69","17916"
"112405","30501181","31005879","5.69","2384"
"275140","19641458","20876837","5.69","5835"
"205686","79524482","80448012","5.69","4362"
"563252","58967689","61496690","5.69","11945"
"492119","15053888","17263502","5.69","10436"
"863680","23485545","27363468","5.69","18316"
"624704","1173771","3978692","5.69","13248"
"615234","17760459","20522860","5.69","13047"
"54256","91586438","91830047","5.69","1151"
"118656","16693045","17225810","5.69","2516"
"248463","88461433","89577032","5.69","5269"
"414233","11201453","13061359","5.69","8784"
"831678","57375818","61110052","5.69","17637"
"690604","22248230","25349042","5.69","14645"
"442328","59819278","61805331","5.69","9380"
"814857","69682571","73341279","5.69","17280"
"287062","36909048","38197956","5.69","6088"
"681825","67075193","70136587","5.69","14459"
"572833","18159952","20731972","5.69","12148"
"833542","63543684","67286288","5.69","17676"
"696243","66680723","69806854","5.69","14765"
"492052","72393281","74602594","5.69","10435"
"120806","47590180","48132599","5.69","2562"
"265862","64390120","65583840","5.69","5638"
"838261","51081224","54845016","5.69","17777"
"162165","88360388","89088509","5.69","3439"
"389609","96690146","98439490","5.69","8262"
"774778","92126774","95605527","5.69","16430"
"114369","55989468","56502985","5.69","2425"
"980459","15653847","20056108","5.69","20792"
"11863","15057571","null","5.69","8"
"843006","18011503","21796600","5.69","17877"
"43900","99528520","99725631","5.69","931"
"805650","96086459","99703828","5.69","17085"
"331688","98532671","100021950","5.69","7034"
"738612","12867747","16184115","5.69","15663"
"579580","23307364","25909678","5.69","12291"
"616548","9855582","12623883","5.69","13075"
"193408","36144820","37013222","5.69","4102"
"441823","68537598","70521383","5.69","9370"
"93503","85212946","85632774","5.69","1983"
"365298","44446334","46086522","5.69","7747"
"726221","93249047","96509779","5.69","15401"
"90812","88498543","88906289","5.69","1926"
"760805","74729616","78145630","5.69","16134"
"811452","90173217","93816636","5.69","17208"
"905900","68687855","72755346","5.69","19211"
"438668","44725860","46695479","5.69","9303"
"143310","90011530","90654992","5.69","3039"
"449496","94496554","96514791","5.69","9532"
"901478","65871078","69918714","5.69","19117"
"87944","82615009","83009878","5.69","1865"
"537498","5533238","7946604","5.69","11398"
"918519","40716833","44840983","5.69","19479"
"940024","5669576","9890284","5.69","19935"
"697949","72852535","75986326","5.69","14801"
"30064","18175034","18310021","5.69","638"
"142065","33839009","34476881","5.69","3013"
"695510","88470687","91593527","5.69","14749"
"570933","1884165","4447654","5.69","12107"
"380026","87085080","88791397","5.69","8059"
"304118","11425866","12791356","5.69","6449"
"147185","28166060","28826921","5.69","3121"
"311414","99980742","101378991","5.69","6604"
"961687","36244879","40562854","5.69","20394"
"271048","82840700","84057706","5.69","5748"
"393013","92225553","93990181","5.69","8334"
"10438","46159560","null","5.69","8"
"946112","50620179","54868222","5.69","20064"
"254817","10924726","12068854","5.69","5404"
"754676","57803422","61191917","5.69","16004"
"144235","6371969","7019584","5.69","3059"
"317963","41174064","42601718","5.69","6743"
